Product Name,Actual Category,Top 5 Categories
Baby Boys Girls Cotton Tracksuit Sweatshirt Top + Sweatpants Zipper Coat Outfits Set,Fashion/Baby/Clothing/Baby Girls 0-24m/Hoodies & Tracksuits/Tracksuits,"['Fashion/Boys/Clothing/Activewear/Sets/Tracksuits', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Hoodies & Tracksuits/Sweatshirts', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Hoodies & Tracksuits/Sweatshirts', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Hoodies & Tracksuits/Track Jackets', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Hoodies & Tracksuits/Tracksuits']"
BemeUSWT Newborn Baby Girl Clothes 0 3 6 Months Long Sleeve Footies Romper Onesie Ribbed Knit Jumpsuit Headbad Set Hello Im New Here Coming Home Outfit,Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Rompers,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Rompers', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Footies', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Knitwear', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Trouser & Top Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Short & Top Sets']"
"FunnAura 3PCS Baby Hats Newborn, Cute Beanie Headwraps Baby Bows for Girls Newborn Pink",Fashion/Baby/Clothing/Baby Girls 0-24m/Accessories/Hats & Caps,"['Fashion/Girls/Accessories/Hats & Caps/Skullies & Beanies', 'Fashion/Girls/Accessories/Headbands', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Accessories/Hats & Caps', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Accessories/Headbands', 'Fashion/Girls/Accessories/Hats & Caps/Baseball Caps']"
"LOVRAIN Waterproof Windproof Footies for Kids, Fleece-Lined, Elastic Band, Rain Booties for Toddlers and Babies",Fashion/Baby/Shoes/Baby Boys/Booties,"['Fashion/Baby/Shoes/Baby Girls/Water Shoes', 'Fashion/Baby/Shoes/Baby Boys/Water Shoes', 'Fashion/Baby/Shoes/Baby Girls/Booties', 'Fashion/Baby/Shoes/Baby Boys/Booties', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Footies']"
Simple Joys by Carter's Baby Girls' Pants (Pack of 4),Fashion/Baby/Clothing/Baby Girls 0-24m/Trousers,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Underwear/Training Pants', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Underwear/Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Jeans', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Shorts', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Footies']"
Peacolate 6M-3Years Baby Girls Overalls with Belt 1pcs Jumpstuis Kids Pants,Fashion/Baby/Clothing/Baby Girls 0-24m/Dungarees,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Underwear/Training Pants', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Bodysuits', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Underwear/Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Trouser & Top Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/T-Shirts']"
TMEOG Baby Rompers Newborn Girls Boys Animals Zipper Hooded Jumpsuit Autumn Winter Flannel Hooded Cartoon Sleepsuits Clothing Unisex,Fashion/Baby/Clothing/Baby Boys 0-24m/Bodysuits & One-Pieces/Rompers,"['Fashion/Baby/Clothing/Baby Boys 0-24m/Bodysuits & One-Pieces/Rompers', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Bodysuits & One-Pieces/Rompers', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Hoodies & Tracksuits/Hoodies', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Hoodies & Tracksuits/Hoodies', 'Fashion/Boys/Clothing/Sleepwear & Robes/Sleepsuits']"
HOOLCHEAN Infant Toddler Baby Girls Super Soft Fluffy Tutu Skirt with Diaper Cover Bloomer,Fashion/Baby/Clothing/Baby Girls 0-24m/Skirts & Skorts,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/T-Shirts', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Trouser & Top Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Underwear/Bloomers', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Skirt & Top Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Short & Top Sets']"
"Hifot Baby Sunglasses with Strap, Cute Flower Polarized Sunglasses UV400 Protection for Infant Baby Girl Age 0-24 Months",Fashion/Baby/Clothing/Baby Girls 0-24m/Accessories/Sunglasses,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Accessories/Sunglasses', 'Fashion/Girls/Accessories/Eyewear & Accessories/Sunglasses', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Accessories/Sunglasses', 'Fashion/Boys/Accessories/Eyewear & Accessories/Sunglasses', 'Fashion/Girls/Accessories/Eyewear & Accessories/Frames']"
IPENNY Boys Girls Fur Earmuffs Xmas Gift Cute Football Design Winter Fluffy Thermal Ear Warmers Handband Cold Weather Earplugs Comfortable Fashion Cartoon Ear Muffs Protector,Fashion/Boys/Accessories/Earmuffs,"['Fashion/Boys/Accessories/Earmuffs', 'Fashion/Girls/Accessories/Earmuffs', 'Fashion/Boys/Accessories/Cold Weather Sets', 'Fashion/Girls/Clothing/Underwear/Thermal/Thermal Sets', 'Fashion/Boys/Shoes/Boots']"
LUCOWEE Boys Swim Trunks with Boxer Brief Liner Compression Anti Chafe Swimming Shorts Comfortable Stretchy UPF50+ Quick Dry Swimsuits,Fashion/Boys/Clothing/Swimwear/Briefs,"['Fashion/Boys/Clothing/Swimwear/Shorts & Trunks', 'Fashion/Boys/Clothing/Underwear/Boxers', 'Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Shorts', 'Fashion/Boys/Clothing/Activewear/Shorts', 'Fashion/Boys/Clothing/Swimwear/Rash Guards']"
Hoolerry 3 Pcs Youth Boys Compression Shorts Athletic Underwear Sports Performance Boxer Briefs Spandex Underwear for Running,Fashion/Boys/Clothing/Activewear/Underwear/Shorts,"['Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Shorts', 'Fashion/Boys/Clothing/Activewear/Underwear/Shorts', 'Fashion/Boys/Clothing/Activewear/Shorts', 'Fashion/Boys/Clothing/Underwear/Briefs', 'Fashion/Boys/Clothing/Underwear/Boxers']"
TCA Boys' SuperThermal Compression Base Layer Thermal Under Shorts,Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Shorts,"['Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Bottoms', 'Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Sets', 'Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Shorts', 'Fashion/Boys/Clothing/Underwear/Thermal/Thermal Bottoms', 'Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal One-Piece Suit']"
adidas Unisex Kids Entrada 22 Tee T-Shirt (Short Sleeve) (Pack of 1),Fashion/Boys/Clothing/Activewear/Shirts & Tees/T-Shirts,"['Fashion/Boys/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Girls/Clothing/Activewear/Shirts & Tees/T-Shirts', 'Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/T-Shirts', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/T-Shirts', 'Fashion/Women/Clothing/Activewear/Shirts & Tees/T-Shirts']"
Lico Unisex Kid's Allen Vs Cross Country Running Shoe,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes,"['Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Cross Trainers', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes']"
FedMois 6 pairs Baby 3D Cartoon Anti-Skid Booties Socks Slippers Shoes,Fashion/Baby/Shoes/Baby Boys/Booties,"['Fashion/Baby/Shoes/Baby Girls/Booties', 'Fashion/Boys/Shoes/Slippers', 'Fashion/Baby/Shoes/Baby Boys/Booties', 'Fashion/Baby/Shoes/Baby Boys/Slippers', 'Fashion/Baby/Shoes/Baby Girls/Slippers']"
Caprilite 2 Pairs of Kids Children's Magic Primary School Gloves Winter Warm Stretchy Glove UK,Fashion/Boys/Accessories/Gloves & Mittens,"[""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/School Uniforms/Boys'/Accessories"", ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/School Uniforms/Girls'/Accessories"", ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/Scouting Uniforms/Boys'/Accessories"", ""Fashion/Novelty & Special Use Clothing/Work Wear & Uniforms/Scouting Uniforms/Girls'/Accessories"", 'Fashion/Boys/Clothing/Snow & Rainwear/Snow Trousers & Bibs']"
Boys Faux Leather Slip On Tread Loafer Wedding Classic Smart Casual Moccasin Flat Shoes,Fashion/Boys/Shoes/Loafer Flats,"['Fashion/Boys/Shoes/Loafer Flats', 'Fashion/Boys/Shoes/Slippers', 'Fashion/Boys/Shoes/Sandals', 'Fashion/Boys/Shoes/Boat Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Fashion Trainers']"
adidas Unisex Performance Cushioned Crew Grip Socks 3-pairs Pack Socks,Fashion/Men/Clothing/Activewear/Athletic Socks,"['Fashion/Boys/Accessories/Arm Warmers', 'Fashion/Men/Accessories/Arm Warmers', 'Fashion/Shoe, Jewellery & Watch Accessories/Shoe Care Products & Accessories/Ice & Snow Grips', 'Fashion/Boys/Accessories/Earmuffs', 'Fashion/Women/Accessories/Earmuffs']"
Fossean Infant Pajamas Girls Toddler Kids Infant Newborn Baby Boys Girls Long Sleeve Cartoon Tops Pj’s Pants Sleepwear Pajamas Outfits Set 2PCS Fleece 18mo Pajamas,Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Pyjama Sets,"['Fashion/Girls/Clothing/Sleepwear & Robes/Pyjama Sets', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Sleepwear & Robes/Pyjama Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Pyjama Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Pyjama Tops', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Outfits & Clothing Sets/Trouser & Top Sets']"
Baby Boys Girls Infant Canvas Sneakers High Top Lace up Newborn First Walkers Cribster Shoe,Fashion/Baby/Shoes/Baby Boys/First Walking Shoes,"['Fashion/Baby/Shoes/Baby Girls/First Walking Shoes', 'Fashion/Baby/Shoes/Baby Boys/First Walking Shoes', 'Fashion/Baby/Shoes/Baby Girls/Trainers', 'Fashion/Baby/Shoes/Baby Boys/Trainers', 'Fashion/Baby/Clothing/Unisex']"
Simple Joys by Carter's Baby Girls' Sleep Sets & Accessories (Pack of 3),Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Nighties,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Pyjama Sets', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Sleepsuits', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Nighties', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Swaddles', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Sleepwear & Robes/Robes']"
Aeslech Boy's Plaid Flannel Christmas Pyjamas Bottoms Kids Tartan pjs Sleepwear Lounge Pants,Fashion/Boys/Clothing/Sleepwear & Robes/Pyjama Bottoms,"['Fashion/Boys/Clothing/Sleepwear & Robes/Pyjama Bottoms', 'Fashion/Boys/Clothing/Sleepwear & Robes/Pyjama Sets', 'Fashion/Novelty & Special Use Clothing/Novelty/Nightwear/Pyjama Bottoms', 'Fashion/Boys/Clothing/Sleepwear & Robes/Sleepsuits', 'Fashion/Boys/Clothing/Sleepwear & Robes/Robes']"
TCA Girls' SuperThermal Long Sleeve Performance Base Layer Running Training Top,Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Shirts,"['Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Tops', 'Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Shirts', 'Fashion/Girls/Clothing/Underwear/Thermal/Thermal Tops', 'Fashion/Girls/Clothing/Activewear/Shirts & Tees/Long Sleeve Tops', 'Fashion/Girls/Clothing/Activewear/Sets/Workout Top & Bottom Sets']"
"Munich Blue Baby Long Sleeve Tee, Cotton Stretch Top with Button Closure, Soft and Breathable for Newborns and Toddlers, Sizes 3-24 Months",Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/Long Sleeves,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Tops/Long Sleeves', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Tops/Long Sleeves', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Tops/Button-Down & Dress Shirts', 'Fashion/Baby/Clothing/Unisex', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Hoodies & Tracksuits/Sweatshirts']"
A2Z 4 Kids Denim Dungaree Ripped Jeans Full Length Light Blue All in One Fashion Overall Pinafore Jumpsuit for Girls Age 5-13 Years,Fashion/Girls/Clothing/Dungarees & Jumpsuits,"['Fashion/Girls/Clothing/Dungarees & Jumpsuits', 'Fashion/Girls/Clothing/Jeans', 'Fashion/Girls/Clothing/Dresses/Casual', 'Fashion/Girls/Clothing/Trousers', 'Fashion/Girls/Clothing/Dresses/Special Occasion']"
Arshiner Long Sleeve T-Shirt for Girls Plain Crew Top Basic Stretch Tee Slim Casual Thermal Sweatshirt Kids Clothes 5-12 Years,"Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Long Sleeve Tops","['Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Long Sleeve Tops', 'Fashion/Girls/Clothing/Underwear/Thermal/Thermal Tops', 'Fashion/Girls/Clothing/Activewear/Shirts & Tees/Long Sleeve Tops', 'Fashion/Girls/Clothing/Activewear/Base Layers & Compression/Thermal Underwear/Thermal Tops', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/T-Shirts']"
Callaway Golf Apex Junior Shoes,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Golf Shoes,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Golf Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Golf Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Tennis Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Indoor Court Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Bowling Shoes']"
SALOMON Unisex Kid's Speedcross Climasalomon Waterproof Trail Running Shoe,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Trail Running Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Running Shoes/Road Running Shoes']"
adidas Unisex Kids Entrada 22 Polo Shirt Polo Shirt,Fashion/Boys/Clothing/Activewear/Shirts & Tees/Polos,"['Fashion/Boys/Clothing/Tops, T-Shirts & Shirts/Polos', 'Fashion/Boys/Clothing/Activewear/Shirts & Tees/Polos', 'Fashion/Girls/Clothing/Activewear/Shirts & Tees/Polos', 'Fashion/Girls/Clothing/Tops, T-Shirts & Blouses/Polos', 'Fashion/Boys/Clothing/Activewear/Underwear/Shirts']"
Rhinegold Unisex Kids Childs BostonChildrens Riding Boots,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Horse Riding Boots,"['Fashion/Boys/Shoes/Boots', 'Fashion/Girls/Shoes/Boots', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Horse Riding Boots', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Horse Riding Boots', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Trekking & Hiking Footwear/Trekking & Hiking Boots']"
"ibasenice Silicone Watch Bands-16mm Children Watch Band Watch Strap Quick Release Replacement Watch Bands for Boys and Girls,Watches and Smartwatches,Spring Bar Tool Included",Fashion/Boys/Watches/Watch Straps,"[""Fashion/Shoe, Jewellery & Watch Accessories/Watch Accessories/Watch Straps/Boys' Watch Straps"", 'Fashion/Boys/Watches/Watch Straps', ""Fashion/Shoe, Jewellery & Watch Accessories/Watch Accessories/Watch Straps/Girls' Watch Straps"", 'Fashion/Girls/Watches/Watch Straps', 'Fashion/Shoe, Jewellery & Watch Accessories/Watch Accessories/Repair Tools & Kits']"
Leideur Baby Long Christening Gowns White Baptism Dress Special Occasion Dresses for Girls Birthday,Fashion/Baby/Clothing/Baby Girls 0-24m/Christening Gowns,"['Fashion/Baby/Clothing/Baby Girls 0-24m/Christening Gowns', 'Fashion/Girls/Clothing/Dresses/Special Occasion', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Dresses', 'Fashion/Baby/Clothing/Baby Boys 0-24m/Christening Gowns', 'Fashion/Novelty & Special Use Clothing/Wedding Clothing']"
"FedMois Boys' Summer Shorts Cotton, Pack of 4",Fashion/Boys/Clothing/Shorts,"['Fashion/Boys/Clothing/Shorts', 'Fashion/Boys/Clothing/Activewear/Shorts', 'Fashion/Boys/Clothing/Outfits & Clothing Sets/Short & Top Sets', 'Fashion/Boys/Clothing/Swimwear/Shorts & Trunks', 'Fashion/Boys/Clothing/Activewear/Base Layers & Compression/Shorts']"
TOKYMOON 3 in 1 Baby Girls Boys Cold Weather Winter Warm Beanie with Pom Pom Fleece Lined Hat Beanies Gloves Neck Warmer Scarf Set,Fashion/Girls/Accessories/Cold Weather Sets,"['Fashion/Boys/Accessories/Cold Weather Sets', 'Fashion/Girls/Accessories/Cold Weather Sets', 'Fashion/Baby/Clothing/Unisex', 'Fashion/Baby/Clothing/Baby Girls 0-24m/Socks & Tights/Leg Warmers', 'Fashion/Men/Accessories/Cold Weather Sets']"
Trespass Unisex Kids Callaghan - Kids Neckwarmer Tubular,Fashion/Boys/Accessories/Neckerchiefs,"['Fashion/Boys/Accessories/Neckerchiefs', 'Fashion/Girls/Accessories/Neckerchiefs', 'Fashion/Boys/Accessories/Cold Weather Sets', 'Fashion/Boys/Accessories/Balaclavas', 'Fashion/Girls/Accessories/Kidney Warmers']"
Baby Shoes with Soft Sole - Baby Girl Shoes - Baby Boy Shoes - Leather Toddler Shoes - Baby Walking Shoes,Fashion/Baby/Shoes/Baby Girls/First Walking Shoes,"['Fashion/Baby/Shoes/Baby Girls/First Walking Shoes', 'Fashion/Baby/Shoes/Baby Boys/First Walking Shoes', 'Fashion/Baby/Shoes/Baby Girls/Slippers', 'Fashion/Baby/Shoes/Baby Girls/Booties', 'Fashion/Baby/Shoes/Baby Boys/Booties']"
Gifts Treat Girls Ear Muffs Kids Unicorn Earmuffs Winter Warm Adjustable Fluffy Ear Warmers for Girls in Colorful Plush Design,Fashion/Girls/Accessories/Earmuffs,"['Fashion/Girls/Accessories/Muffs', 'Fashion/Girls/Accessories/Earmuffs', 'Fashion/Girls/Accessories/Cold Weather Sets', 'Fashion/Girls/Accessories/Headbands', 'Fashion/Girls/Accessories/Gloves & Mittens']"
MASOCIO Unisex Baby Boys Girls First Walking Shoes Cartoon Toddler Infant Rubber Anti-Slip Prewalker Shoes,Fashion/Baby/Shoes/Baby Boys/First Walking Shoes,"['Fashion/Baby/Shoes/Baby Girls/First Walking Shoes', 'Fashion/Baby/Shoes/Baby Boys/First Walking Shoes', 'Fashion/Baby/Clothing/Unisex', 'Fashion/Baby/Shoes/Baby Girls/Trainers', 'Fashion/Baby/Shoes/Baby Boys/Trainers']"
Five Ten Kirigami Climbing Shoes Kids',Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Climbing Shoes,"['Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Climbing Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Climbing Shoes', 'Fashion/Boys/Shoes/Sandals', 'Fashion/Boys/Shoes/Boots', 'Fashion/Boys/Shoes/Loafer Flats']"
Kids Earmuffs Cartoon Football Earmuff Winter Warm Earmuffs Outdoor Skiing Ear Muff Soft Plush Earmuffs,Fashion/Girls/Accessories/Muffs,"['Fashion/Boys/Accessories/Earmuffs', 'Fashion/Girls/Accessories/Earmuffs', 'Fashion/Women/Accessories/Earmuffs', 'Fashion/Boys/Accessories/Cold Weather Sets', 'Fashion/Boys/Clothing/Snow & Rainwear/Snowsuits']"
"Amazon Essentials Boys' Cotton Briefs Underwear, Multipacks",Fashion/Boys/Clothing/Underwear/Briefs,"['Fashion/Boys/Clothing/Underwear/Briefs', 'Fashion/Boys/Clothing/Underwear/Sets', 'Fashion/Boys/Clothing/Underwear/Boxers', 'Fashion/Boys/Clothing/Underwear/Thermal/Thermal Sets', 'Fashion/Boys/Clothing/Underwear/Thermal/Thermal Bottoms']"
Baby Walkers Infant Sneakers Boys Girls Mesh Breathable Lightweight Non-Slip Toddler Casual Shoes Cotton Flying Woven Fabric Mesh Breathable Lightweight Trainers Indoor Outdoor,Fashion/Baby/Shoes/Baby Girls/First Walking Shoes,"['Fashion/Baby/Shoes/Baby Boys/Slippers', 'Fashion/Baby/Shoes/Baby Boys/Trainers', 'Fashion/Baby/Shoes/Baby Boys/First Walking Shoes', 'Fashion/Baby/Shoes/Baby Girls/Trainers', 'Fashion/Baby/Shoes/Baby Girls/First Walking Shoes']"
adidas Unisex Kid's Grand Court 2.0 Shoes Children Tennis,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Tennis Shoes,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Indoor Court Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Tennis Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Tennis Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Soft Tennis Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Badminton Shoes']"
Viking Unisex Kid's Etne Mid GTX Walking Shoe,Fashion/Baby/Shoes/Baby Girls/Water Shoes,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Nordic Walking Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Nordic Walking Shoes', 'Fashion/Boys/Shoes/Boots', 'Fashion/Girls/Shoes/Boots', 'Fashion/Boys/Shoes/Lace-ups']"
"Mountain Warehouse Flick Flack Soft Touch Kids Leggings - Full Length Tights, Mid Rise Childrens Pants, Sweat Wicking Bottoms - for Gym, Yoga, Dance, Running",Fashion/Boys/Clothing/Activewear/Leggings,"['Fashion/Girls/Clothing/Activewear/Leggings', 'Fashion/Girls/Clothing/Socks, Tights & Leggings/Leggings', 'Fashion/Girls/Clothing/Socks, Tights & Leggings/Tights', 'Fashion/Girls/Clothing/Activewear/Sets/Workout Top & Bottom Sets', 'Fashion/Boys/Clothing/Activewear/Leggings']"
Lakeland Active Boy's Eden Aquasport Water Shoes,Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes,"['Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Baby/Shoes/Baby Boys/Water Shoes', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Baby/Shoes/Baby Girls/Water Shoes']"
CMP Men's Ahto Snow Boots,Fashion/Men/Shoes/Boots,"['Fashion/Men/Shoes/Boots', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Hunting Boots', 'Fashion/Men/Clothing/Snow & Rainwear/Snowsuits', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Equestrian Boots/Country Boots', 'Fashion/Men/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Equestrian Boots/Mucker & Yard Boots']"
Swim Kids Beach Shoes Infant Water Shoes Toddler Barefoot Skin Baby Boys Girls Aqua Socks for Pool Garden,Fashion/Baby/Shoes/Baby Boys/Water Shoes,"['Fashion/Baby/Shoes/Baby Girls/Water Shoes', 'Fashion/Baby/Shoes/Baby Boys/Water Shoes', 'Fashion/Girls/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Boys/Shoes/Fashion & Athletic Trainers/Sports & Outdoor Shoes/Water Shoes', 'Fashion/Baby/Shoes/Baby Girls/First Walking Shoes']"
"Jupsk Kids Gloves Winter Knitted Colorful Unicorn Gloves Magic Full Finger Gloves Stretchy Warm Gloves for Boys and Girls, Unisex, 4-9 Years Old, 6 Pairs",Fashion/Girls/Accessories/Gloves & Mittens,"['Fashion/Boys/Clothing/Knitwear', 'Fashion/Boys/Accessories/Arm Warmers', 'Fashion/Boys/Accessories/Cold Weather Sets', 'Fashion/Girls/Accessories/Cold Weather Sets', 'Fashion/Boys/Accessories/Gloves & Mittens']"
